KPI_1,KPI_4,KPI_5,KPI_6,KPI_9,KPI_10,KPI_11,KPI_12,KPI_15,KPI_16
0.200,45934078.102,1698592.967,29132.337,31982.000,0.000,0.000,13.000,45934.078,1698.593
0.073,23583730.265,790338.833,47456.208,46130.000,0.000,0.000,25.000,23583.730,790.339
0.019,6570066.285,286104.505,39069.747,31347.000,0.000,0.000,5.000,6570.066,286.105
0.141,13603000.071,929775.380,21581.859,32758.000,0.000,0.000,22.000,13603.000,929.775
0.342,44318986.936,2411433.701,30926.469,48116.000,0.000,0.000,37.000,44318.987,2411.434
0.166,21534068.174,1431230.504,30691.777,43739.000,0.000,0.000,30.000,21534.068,1431.231
1.172,110139662.825,7716284.759,27185.866,20714.000,0.000,0.000,62.000,110139.663,7716.285
0.253,32534387.335,1502448.860,27642.154,27430.000,0.000,0.000,26.000,32534.387,1502.449
0.099,9282938.229,538632.629,19779.133,14833.000,0.000,0.000,14.000,9282.938,538.633
0.601,50886458.825,2145464.340,17910.021,20445.000,0.000,0.000,40.000,50886.459,2145.464
0.041,1181590.854,53644.209,4495.779,1688.000,0.000,0.000,4.000,1181.591,53.644
0.061,4485114.032,250707.182,11120.189,18264.000,0.000,0.000,11.000,4485.114,250.707
0.372,22402435.929,896158.203,9693.128,16877.000,0.000,0.000,12.000,22402.436,896.158
0.551,25326170.117,1482588.851,10512.707,20701.000,0.000,0.000,32.000,25326.170,1482.589
0.235,11276357.652,1099416.547,12439.792,21125.000,0.000,0.000,34.000,11276.358,1099.417
0.270,15633080.084,1298822.086,12811.268,20282.000,0.000,0.000,23.000,15633.080,1298.822
0.094,6611537.639,753239.452,11605.877,17417.000,0.000,0.000,16.000,6611.538,753.239
0.811,48269452.652,3685287.002,12537.387,27540.000,0.000,0.000,46.000,48269.453,3685.287
0.067,4207833.502,231917.795,9514.539,10839.000,0.000,0.000,9.000,4207.834,231.918
0.017,1196180.388,69072.630,12905.398,6349.000,0.000,0.000,5.000,1196.180,69.073
0.023,1060203.445,137295.042,10990.664,6166.000,0.000,0.000,9.000,1060.203,137.295
0.162,6757585.528,312827.991,6733.087,11002.000,0.000,0.000,18.000,6757.586,312.828
0.555,51355114.564,2048502.344,17544.020,21957.000,0.000,0.000,28.000,51355.115,2048.502
0.320,19140030.060,1321223.108,12324.738,20554.000,0.000,0.000,28.000,19140.030,1321.223
0.421,27264690.214,815338.420,12257.211,8350.000,0.000,0.000,18.000,27264.690,815.338
0.161,8771770.017,1622420.560,12116.073,22470.000,0.000,0.000,31.000,8771.770,1622.421
0.307,20665765.953,974293.423,14857.011,13152.000,0.000,0.000,20.000,20665.766,974.293
0.234,12437915.139,829705.208,9112.671,20395.000,0.000,0.000,21.000,12437.915,829.705
0.323,19676824.527,1998381.146,14283.889,25540.000,0.000,0.000,29.000,19676.825,1998.381
0.367,20408406.143,1024858.779,11664.560,15301.000,0.000,0.000,33.000,20408.406,1024.859
0.099,14198852.173,787457.830,21203.013,47795.000,0.000,0.000,21.000,14198.852,787.458
0.101,7991303.409,1326771.505,18044.778,36157.000,0.000,0.000,22.000,7991.303,1326.772
0.069,4610855.562,304054.806,12524.798,26141.000,0.000,0.000,16.000,4610.856,304.055
0.114,7516274.325,596309.561,16075.929,20686.000,0.000,0.000,23.000,7516.274,596.310
0.280,30442521.385,2481901.095,22095.048,28537.000,0.000,0.000,25.000,30442.521,2481.901
0.336,22299615.675,1448192.854,16772.363,24176.000,0.000,0.000,39.000,22299.616,1448.193
0.174,12072573.985,922415.124,15153.517,23820.000,0.000,0.000,29.000,12072.574,922.415
0.027,2373664.860,254509.634,16564.204,20650.000,0.000,0.000,8.000,2373.665,254.510
0.037,1064655.144,161609.735,8288.802,28237.000,0.000,0.000,14.000,1064.655,161.610
0.328,17700856.995,1128015.377,12477.063,15589.000,0.000,0.000,23.000,17700.857,1128.015
0.029,487168.086,62976.487,10331.755,21812.000,0.000,0.000,6.000,487.168,62.976
1.013,58961925.012,4101684.148,16317.557,25737.000,0.000,0.000,63.000,58961.925,4101.684
0.229,14417228.614,1051147.719,13689.862,21038.000,0.000,0.000,30.000,14417.229,1051.148
0.167,15055188.727,882430.844,18655.248,16494.000,0.000,0.000,31.000,15055.189,882.431
0.239,13763746.962,1348118.664,14297.340,22176.000,0.000,0.000,30.000,13763.747,1348.119
0.606,22328373.183,1419879.169,7995.573,19025.000,0.000,0.000,27.000,22328.373,1419.879
0.346,21004079.142,1634172.428,12162.366,19442.000,0.000,0.000,28.000,21004.079,1634.172
0.116,3253755.154,226735.009,11146.571,16761.000,0.000,0.000,12.000,3253.755,226.735
0.136,13410975.934,1747153.873,22777.127,39711.000,0.000,0.000,18.000,13410.976,1747.154
0.328,43855919.204,2145910.057,31093.160,47504.000,0.000,0.000,38.000,43855.919,2145.910
0.266,29324375.843,1562462.430,27642.698,47205.000,0.000,0.000,24.000,29324.376,1562.462
0.169,14061793.164,995278.356,12317.960,21021.000,0.000,0.000,17.000,14061.793,995.278
0.313,20378787.179,5909727.170,11177.188,20307.000,0.000,0.000,25.000,20378.787,5909.727
0.229,11081346.100,806715.076,13662.586,19349.000,0.000,0.000,20.000,11081.346,806.715
0.163,17526769.584,914654.074,22514.785,39770.000,0.000,0.000,18.000,17526.770,914.654
0.115,7025395.392,343434.730,13784.123,23041.000,0.000,0.000,13.000,7025.395,343.435
0.149,23535536.040,642532.468,23500.069,36418.000,0.000,0.000,22.000,23535.536,642.532
0.601,31779453.384,1899760.539,13007.242,20805.000,0.000,0.000,43.000,31779.453,1899.761
0.351,24009892.753,1375917.445,12973.066,17894.000,0.000,0.000,37.000,24009.893,1375.917
0.770,68018156.529,4393761.275,19178.845,20853.000,0.000,0.000,37.000,68018.157,4393.761
0.164,26406533.606,3896178.309,38405.139,39506.000,0.000,0.000,14.000,26406.534,3896.178
0.292,46854040.869,2508448.450,42264.873,43079.000,0.000,0.000,28.000,46854.041,2508.448
0.041,16675848.439,210087.217,66717.471,12104.000,0.000,0.000,11.000,16675.848,210.087
0.262,13909746.662,1256082.054,11889.689,21073.000,0.000,0.000,17.000,13909.747,1256.082
0.581,33519520.215,2192199.848,16334.160,26384.000,0.000,0.000,40.000,33519.520,2192.200
0.113,6083466.744,471393.419,9497.374,12098.000,0.000,0.000,16.000,6083.467,471.393
0.314,34983978.096,1662955.737,32960.325,40171.000,0.000,0.000,42.000,34983.978,1662.956
0.034,1791033.532,102139.409,20010.486,5912.000,0.000,0.000,9.000,1791.034,102.139
0.049,2344860.669,207647.522,21078.157,48220.000,0.000,0.000,9.000,2344.861,207.648
0.588,52744502.369,2748523.651,21279.952,20622.000,0.000,0.000,42.000,52744.502,2748.524
0.184,14888363.599,545888.028,13935.348,16254.000,0.000,0.000,18.000,14888.364,545.888
0.169,8846838.947,457963.966,12642.821,16133.000,0.000,0.000,15.000,8846.839,457.964
0.033,1546749.274,187671.946,10622.658,16131.000,0.000,0.000,12.000,1546.749,187.672
0.201,22330196.339,939354.559,16824.032,19126.000,0.000,0.000,13.000,22330.196,939.355
0.048,2236964.717,444546.771,13593.312,19331.000,0.000,0.000,14.000,2236.965,444.547
0.001,13676.063,3596.083,1892.291,2354.000,0.000,0.000,4.000,13.676,3.596
0.019,1589597.891,231617.740,20401.300,31954.000,0.000,0.000,10.000,1589.598,231.618
0.038,7071853.002,372252.377,28962.336,34589.000,0.000,0.000,16.000,7071.853,372.252
0.038,1351712.356,424022.044,8532.083,20834.000,0.000,0.000,13.000,1351.712,424.022
0.070,5284598.555,613170.720,15192.002,20854.000,0.000,0.000,11.000,5284.599,613.171
0.115,8921377.946,941542.473,15836.719,26620.000,0.000,0.000,21.000,8921.378,941.542
0.566,26668229.082,1813401.429,8509.957,22507.000,0.000,0.000,33.000,26668.229,1813.401
0.491,25184866.379,2194346.077,12720.233,21030.000,0.000,0.000,39.000,25184.866,2194.346
0.966,33320977.245,3106467.618,10154.773,20211.000,0.000,0.000,60.000,33320.977,3106.468
0.710,54437366.728,3985502.671,19931.083,20858.000,0.000,0.000,50.000,54437.367,3985.503
0.087,2311170.629,189662.189,12858.571,20656.000,0.000,0.000,15.000,2311.171,189.662
0.170,15066054.367,830047.964,17806.978,19282.000,0.000,0.000,22.000,15066.054,830.048
0.026,3803810.005,429614.363,21515.097,26994.000,0.000,0.000,11.000,3803.810,429.614
0.002,61530.265,6032.452,11082.541,822.000,0.000,0.000,4.000,61.530,6.032
0.139,24130626.806,1223177.710,27540.994,39625.000,0.000,0.000,20.000,24130.627,1223.178
0.293,12764259.760,1425866.937,15523.622,20722.000,0.000,0.000,19.000,12764.260,1425.867
0.062,4825571.673,296484.819,14817.617,4798.000,0.000,0.000,14.000,4825.572,296.485
0.331,20308392.282,1470369.310,18925.334,20485.000,0.000,0.000,26.000,20308.392,1470.369
0.268,30266378.892,1369538.047,18717.754,15108.000,0.000,0.000,21.000,30266.379,1369.538
0.326,25374501.480,1032779.864,13948.920,19395.000,0.000,0.000,23.000,25374.501,1032.780
0.456,37408000.001,1676113.735,16366.614,19334.000,0.000,0.000,32.000,37408.000,1676.114
0.047,8493238.426,409367.307,10665.595,21305.000,0.000,0.000,9.000,8493.238,409.367
0.075,13921673.373,586928.960,27350.760,22334.000,0.000,0.000,15.000,13921.673,586.929
0.040,6715982.422,270099.238,9080.502,11408.000,0.000,0.000,10.000,6715.982,270.099
0.189,13515199.707,1738366.680,10743.404,20547.000,0.000,0.000,18.000,13515.200,1738.367
0.324,27483375.166,2684170.037,16553.817,22484.000,0.000,0.000,20.000,27483.375,2684.170
0.154,11550768.712,608669.084,14075.491,21072.000,0.000,0.000,18.000,11550.769,608.669
0.804,48055537.926,4768328.571,13338.824,20578.000,0.000,0.000,39.000,48055.538,4768.329
0.486,24509771.908,1745232.758,13882.756,21482.000,0.000,0.000,33.000,24509.772,1745.233
0.630,37985587.383,1742978.482,12044.428,20101.000,0.000,0.000,31.000,37985.587,1742.978
0.296,29431284.687,1410844.291,23390.001,26934.000,0.000,0.000,21.000,29431.285,1410.844
0.199,17403801.138,885180.778,17903.662,20454.000,0.000,0.000,26.000,17403.801,885.181
0.297,24926720.145,6093528.420,13493.021,20944.000,0.000,0.000,24.000,24926.720,6093.528
0.062,10071008.884,271903.641,30309.555,19289.000,0.000,0.000,12.000,10071.009,271.904
0.028,4418737.358,213534.195,14105.306,30139.000,0.000,0.000,10.000,4418.737,213.534
0.003,171612.147,20527.961,3593.050,13916.000,0.000,0.000,5.000,171.612,20.528
0.392,48338638.319,1826689.393,23619.719,20918.000,0.000,0.000,29.000,48338.638,1826.689
0.122,11100032.722,669010.513,17861.427,20842.000,0.000,0.000,14.000,11100.033,669.011
0.226,22514315.314,953352.219,21207.968,24334.000,0.000,0.000,25.000,22514.315,953.352
0.273,18517334.244,1450239.998,14012.435,25926.000,0.000,0.000,27.000,18517.334,1450.240
1.146,82577336.630,5851254.092,18405.725,20094.000,0.000,0.000,74.000,82577.337,5851.254
0.759,48579322.243,3105236.678,18553.387,24116.000,0.000,0.000,59.000,48579.322,3105.237
0.221,20407514.737,1422001.548,25708.878,42297.000,0.000,0.000,39.000,20407.515,1422.002
0.716,77835087.766,4797314.553,27724.489,50628.000,0.000,0.000,96.000,77835.088,4797.315
0.372,25828270.791,2659867.263,20724.752,46993.000,0.000,0.000,56.000,25828.271,2659.867
0.069,1114933.633,182885.576,12468.103,49783.000,0.000,0.000,10.000,1114.934,182.886
0.114,1646802.272,371958.063,11957.329,48608.000,0.000,0.000,13.000,1646.802,371.958
0.069,896239.827,147302.504,11076.073,29989.000,0.000,0.000,11.000,896.240,147.303
0.215,16336030.690,872893.428,12760.768,18692.000,0.000,0.000,35.000,16336.031,872.893
0.327,10312797.809,953155.285,9542.434,26938.000,0.000,0.000,27.000,10312.798,953.155
1.024,74927033.051,4629278.135,18748.233,19902.000,0.000,0.000,63.000,74927.033,4629.278
0.900,63021026.411,4505388.465,27169.046,57575.000,0.000,0.000,94.000,63021.026,4505.388
0.476,26434494.652,1917041.488,21872.078,52406.000,0.000,0.000,74.000,26434.495,1917.041
0.551,34087391.716,2833725.738,21126.039,43790.000,0.000,0.000,65.000,34087.392,2833.726
0.516,29888454.622,2439879.038,13611.615,20080.000,0.000,0.000,51.000,29888.455,2439.879
0.838,50880728.344,4133205.613,14871.751,17333.000,0.000,0.000,48.000,50880.728,4133.206
0.688,46263212.140,3632641.122,16866.019,20773.000,0.000,0.000,56.000,46263.212,3632.641
0.338,27373432.732,2313793.845,22264.734,44750.000,0.000,0.000,67.000,27373.433,2313.794
0.037,1852754.461,466299.699,4530.675,47427.000,0.000,0.000,15.000,1852.754,466.300
0.183,20017617.322,1146587.595,21744.680,33037.000,0.000,0.000,28.000,20017.617,1146.588
0.446,27911225.910,1547019.361,21202.263,20883.000,0.000,0.000,38.000,27911.226,1547.019
0.775,45968905.613,3433993.123,18799.390,27954.000,0.000,0.000,52.000,45968.906,3433.993
0.053,1448554.014,158991.634,11453.193,20823.000,0.000,0.000,9.000,1448.554,158.992
0.125,5290756.127,422126.909,19109.274,47721.000,0.000,0.000,19.000,5290.756,422.127
0.267,17839422.816,1353366.811,25716.939,47497.000,0.000,0.000,30.000,17839.423,1353.367
0.146,6962728.814,503260.765,22594.415,36837.000,0.000,0.000,17.000,6962.729,503.261
0.808,58224369.930,2948619.381,17859.190,20617.000,0.000,0.000,46.000,58224.370,2948.619
0.860,73263127.332,3421822.231,18624.974,18046.000,0.000,0.000,54.000,73263.127,3421.822
0.740,39488861.508,2745938.104,14310.124,20870.000,0.000,0.000,44.000,39488.862,2745.938
0.098,6438331.845,804987.155,9669.016,48371.000,0.000,0.000,21.000,6438.332,804.987
0.153,11064226.340,721636.167,16349.232,20971.000,0.000,0.000,27.000,11064.226,721.636
0.074,6141537.351,421089.165,13209.436,36536.000,0.000,0.000,14.000,6141.537,421.089
0.447,17259050.187,1873614.095,7696.602,13041.000,0.000,0.000,40.000,17259.050,1873.614
2.154,71368899.564,5114770.581,10923.142,21725.000,0.000,0.000,83.000,71368.900,5114.771
0.617,29327656.904,2478464.245,13058.549,22690.000,0.000,0.000,39.000,29327.657,2478.464
0.291,55742650.287,3428056.571,24098.152,54243.000,0.000,0.000,35.000,55742.650,3428.057
0.206,21843585.466,1358320.294,23301.891,49712.000,0.000,0.000,29.000,21843.585,1358.320
1.172,93650693.998,5376171.882,22221.589,26693.000,0.000,0.000,54.000,93650.694,5376.172
0.423,24156357.355,2078867.303,12918.618,23400.000,0.000,0.000,37.000,24156.357,2078.867
2.138,99498734.489,7645561.395,15552.848,27589.000,0.000,0.000,103.000,99498.734,7645.561
0.118,18580453.364,1482061.154,18620.061,47189.000,0.000,0.000,22.000,18580.453,1482.061
0.060,2771536.863,257835.808,12510.436,25869.000,0.000,0.000,13.000,2771.537,257.836
0.404,88478898.668,3671014.525,33714.483,63825.000,0.000,0.000,48.000,88478.899,3671.015
0.264,12540095.140,1383983.639,10671.492,27179.000,0.000,0.000,24.000,12540.095,1383.984
0.705,47867889.275,7233473.715,14591.391,18178.000,0.000,0.000,34.000,47867.889,7233.474
1.100,68972119.998,15544474.732,16580.415,24636.000,0.000,0.000,49.000,68972.120,15544.475
0.082,24630482.800,536918.187,40741.509,38717.000,0.000,0.000,10.000,24630.483,536.918
0.212,45630383.861,1769082.497,42644.715,38883.000,0.000,0.000,43.000,45630.384,1769.082
0.095,17702138.854,723301.150,38837.833,47739.000,0.000,0.000,20.000,17702.139,723.301
0.012,1654074.717,62238.870,21315.258,2185.000,0.000,0.000,6.000,1654.075,62.239
0.158,48890415.964,1418197.915,41912.754,48837.000,0.000,0.000,27.000,48890.416,1418.198
0.048,7173118.831,516506.790,24572.776,45943.000,0.000,0.000,14.000,7173.119,516.507
0.049,2161134.491,143582.896,22388.506,12213.000,0.000,0.000,7.000,2161.134,143.583
0.947,44029292.246,6513561.453,26742.828,35587.000,0.000,0.000,33.000,44029.292,6513.561
0.275,7881564.540,651694.789,19093.544,47689.000,0.000,0.000,17.000,7881.565,651.695
0.079,5797667.041,758702.502,15922.610,50609.000,0.000,0.000,16.000,5797.667,758.703
0.319,26600182.902,1229522.403,33429.715,41029.000,0.000,0.000,30.000,26600.183,1229.522
0.169,5291848.080,597203.264,15697.282,50652.000,0.000,0.000,31.000,5291.848,597.203
0.462,36073693.472,2276438.098,17152.423,20698.000,0.000,0.000,32.000,36073.693,2276.438
0.063,4866440.953,483536.645,13527.191,27157.000,0.000,0.000,11.000,4866.441,483.537
0.174,9289465.080,717571.441,13500.275,21473.000,0.000,0.000,22.000,9289.465,717.571
0.658,44552840.565,4275090.810,18552.060,25751.000,0.000,0.000,73.000,44552.841,4275.091
0.357,38935551.556,3449608.453,21814.692,22195.000,0.000,0.000,43.000,38935.552,3449.608
0.368,31711721.257,3308461.988,18260.219,21547.000,0.000,0.000,38.000,31711.721,3308.462
0.023,2655227.590,175226.876,16120.365,10095.000,0.000,0.000,10.000,2655.228,175.227
0.189,48776405.763,1977173.252,38041.339,37350.000,0.000,0.000,20.000,48776.406,1977.173
0.158,23023083.263,1086630.775,28495.339,47721.000,0.000,0.000,30.000,23023.083,1086.631
0.135,14740201.169,584952.150,20903.832,16135.000,0.000,0.000,18.000,14740.201,584.952
0.231,23505943.824,1211688.095,19139.265,20557.000,0.000,0.000,20.000,23505.944,1211.688
0.434,30279135.690,2212721.196,14686.998,17509.000,0.000,0.000,36.000,30279.136,2212.721
0.524,44442564.515,2115925.590,18913.709,22694.000,0.000,0.000,42.000,44442.565,2115.926
0.136,13644174.287,420007.523,18189.337,20790.000,0.000,0.000,13.000,13644.174,420.008
0.080,7988403.872,508988.221,12034.206,21061.000,0.000,0.000,12.000,7988.404,508.988
0.105,6868424.193,751976.833,12617.752,20421.000,0.000,0.000,25.000,6868.424,751.977
0.170,21972246.467,1143463.831,24447.515,20955.000,0.000,0.000,17.000,21972.246,1143.464
0.020,851670.515,139289.910,7707.896,20432.000,0.000,0.000,9.000,851.671,139.290
0.127,8977066.035,591696.644,26202.408,34387.000,0.000,0.000,26.000,8977.066,591.697
0.036,8669583.231,157639.365,36318.532,24035.000,0.000,0.000,9.000,8669.583,157.639
0.001,89748.737,41206.682,14321.417,25290.000,0.000,0.000,4.000,89.749,41.207
0.047,5096254.735,326214.385,25417.349,47375.000,0.000,0.000,12.000,5096.255,326.214
0.044,9346762.006,510804.733,33026.392,25206.000,0.000,0.000,11.000,9346.762,510.805
0.110,30505459.318,1213556.904,32158.537,20614.000,0.000,0.000,15.000,30505.459,1213.557
0.251,38067744.652,2031733.119,21243.112,20833.000,0.000,0.000,19.000,38067.745,2031.733
0.083,9798617.084,602725.545,22386.855,16637.000,0.000,0.000,15.000,9798.617,602.726
0.053,8369334.812,451872.891,24763.324,20856.000,0.000,0.000,11.000,8369.335,451.873
0.045,894881.524,162396.590,11177.461,16929.000,0.000,0.000,10.000,894.882,162.397
0.250,29655552.984,1258453.713,21202.275,20705.000,0.000,0.000,29.000,29655.553,1258.454
0.030,2858211.788,222170.066,14493.818,20242.000,0.000,0.000,10.000,2858.212,222.170
0.036,1049433.805,145090.375,11039.423,30083.000,0.000,0.000,9.000,1049.434,145.090
0.001,66095.647,5715.238,14491.481,7557.000,0.000,0.000,4.000,66.096,5.715
0.413,34896137.525,3390166.907,25755.292,45982.000,0.000,0.000,39.000,34896.138,3390.167
0.204,5164932.891,1155929.740,8346.120,21661.000,0.000,0.000,19.000,5164.933,1155.930
0.235,21087710.340,819112.587,13004.858,15388.000,0.000,0.000,16.000,21087.710,819.113
1.306,90763636.192,5539602.052,20485.203,20477.000,0.000,0.000,62.000,90763.636,5539.602
0.013,442148.252,96968.444,8260.651,9400.000,0.000,0.000,6.000,442.148,96.968
0.379,18381864.733,2925826.500,11601.030,24896.000,0.000,0.000,58.000,18381.865,2925.827
0.190,12096986.209,1618824.499,13255.920,24948.000,0.000,0.000,24.000,12096.986,1618.824
0.019,1375054.592,117229.828,16893.419,31490.000,0.000,0.000,9.000,1375.055,117.230
0.129,8951086.814,828273.700,16310.397,37160.000,0.000,0.000,23.000,8951.087,828.274
0.104,12008796.933,1380236.160,29230.592,48206.000,0.000,0.000,28.000,12008.797,1380.236
0.637,26407050.935,31418418.668,8666.294,20536.000,0.000,0.000,47.000,26407.051,31418.419
0.111,3628821.320,727068.262,8999.422,16411.000,0.000,0.000,18.000,3628.821,727.068
0.763,81716808.756,4890457.160,22868.514,20681.000,0.000,0.000,45.000,81716.809,4890.457
0.142,18813212.626,999736.561,18477.386,38735.000,0.000,0.000,20.000,18813.213,999.737
0.086,3469865.715,360337.797,12206.555,30390.000,0.000,0.000,22.000,3469.866,360.338
0.172,20263577.495,935778.935,24060.856,31495.000,0.000,0.000,24.000,20263.577,935.779
0.409,29148033.780,1527452.341,13105.187,15280.000,0.000,0.000,36.000,29148.034,1527.452
0.610,29287990.941,2634195.779,13070.394,20205.000,0.000,0.000,45.000,29287.991,2634.196
0.358,19460237.430,1336657.305,10699.485,15636.000,0.000,0.000,27.000,19460.237,1336.657
0.017,287359.556,20915.768,7211.980,2195.000,0.000,0.000,6.000,287.360,20.916
0.549,42103230.026,1567698.378,14902.561,26365.000,0.000,0.000,27.000,42103.230,1567.698
0.089,10969463.777,201583.157,15410.075,16619.000,0.000,0.000,8.000,10969.464,201.583
1.261,66790318.153,4692068.886,18083.981,24053.000,0.000,0.000,73.000,66790.318,4692.069
0.151,8994081.306,438134.126,13917.109,20045.000,0.000,0.000,17.000,8994.081,438.134
0.401,27958252.006,2286096.130,14046.564,21716.000,0.000,0.000,32.000,27958.252,2286.096
0.285,12830262.883,2912998.477,12816.733,20747.000,0.000,0.000,38.000,12830.263,2912.998
0.217,24498109.236,1037261.131,13941.163,28827.000,0.000,0.000,10.000,24498.109,1037.261
0.125,6560335.323,441275.475,8036.706,17721.000,0.000,0.000,16.000,6560.335,441.275
0.280,19213361.716,1737421.861,14468.924,20138.000,0.000,0.000,38.000,19213.362,1737.422
0.108,8881106.992,490277.680,12655.244,21096.000,0.000,0.000,24.000,8881.107,490.278
0.052,1582617.120,355145.254,6848.914,20645.000,0.000,0.000,18.000,1582.617,355.145
0.140,34840146.436,2697525.893,29762.621,37461.000,0.000,0.000,15.000,34840.146,2697.526
0.167,20945601.677,2064763.714,32354.335,45141.000,0.000,0.000,27.000,20945.602,2064.764
0.042,10239800.423,238845.499,45683.950,15804.000,0.000,0.000,7.000,10239.800,238.845
0.353,30845367.395,3562572.715,15713.374,20679.000,0.000,0.000,34.000,30845.367,3562.573
0.173,20909411.908,708373.577,16505.745,18358.000,0.000,0.000,13.000,20909.412,708.374
0.236,21922858.317,1077052.962,17288.134,14410.000,0.000,0.000,31.000,21922.858,1077.053
0.075,8309176.607,766316.212,25435.246,39969.000,0.000,0.000,19.000,8309.177,766.316
0.219,39639504.119,1452588.144,41082.661,45300.000,0.000,0.000,32.000,39639.504,1452.588
0.050,4537783.809,506976.355,21050.371,44638.000,0.000,0.000,11.000,4537.784,506.976
0.959,38350618.484,3584969.312,11967.647,19701.000,0.000,0.000,59.000,38350.618,3584.969
0.779,35797676.043,2614473.809,12095.755,20001.000,0.000,0.000,50.000,35797.676,2614.474
0.621,36960338.227,6897076.417,15322.414,25299.000,0.000,0.000,53.000,36960.338,6897.076
0.014,1803990.397,120303.963,8874.619,16818.000,0.000,0.000,12.000,1803.990,120.304
0.006,646797.577,45346.840,2073.485,10186.000,0.000,0.000,8.000,646.798,45.347
0.009,577487.496,166010.149,3816.945,18790.000,0.000,0.000,6.000,577.487,166.010
0.553,27166817.043,1669878.251,12560.765,17034.000,0.000,0.000,28.000,27166.817,1669.878
0.505,19891594.407,1561564.401,9611.946,21716.000,0.000,0.000,35.000,19891.594,1561.564
0.463,23926711.136,2802035.205,11908.853,26779.000,0.000,0.000,38.000,23926.711,2802.035
0.021,1805821.296,148463.028,8409.304,20047.000,0.000,0.000,11.000,1805.821,148.463
0.037,4748287.268,609378.623,17220.068,30809.000,0.000,0.000,13.000,4748.287,609.379
0.376,66105255.602,2624196.286,33570.855,45672.000,0.000,0.000,41.000,66105.256,2624.196
0.439,23788384.693,2204014.221,15510.109,23469.000,0.000,0.000,31.000,23788.385,2204.014
0.132,4927784.279,438646.049,10180.402,23036.000,0.000,0.000,22.000,4927.784,438.646
1.442,63755938.860,3811434.601,16720.621,27648.000,0.000,0.000,75.000,63755.939,3811.435
0.016,743997.577,71447.658,6751.079,10793.000,0.000,0.000,5.000,743.998,71.448
0.586,25165469.332,2711007.296,8472.937,20493.000,0.000,0.000,22.000,25165.469,2711.007
0.206,13231732.262,854794.684,15408.606,23943.000,0.000,0.000,19.000,13231.732,854.795
0.070,3260639.053,543712.440,9301.100,18987.000,0.000,0.000,13.000,3260.639,543.712
0.281,21677311.147,1319451.078,13615.680,17223.000,0.000,0.000,24.000,21677.311,1319.451
0.662,47040490.650,2092261.019,13738.178,20813.000,0.000,0.000,36.000,47040.491,2092.261
0.595,44061262.646,2924162.983,18840.762,28880.000,0.000,0.000,51.000,44061.263,2924.163
0.195,9130228.185,587261.553,10992.952,15826.000,0.000,0.000,20.000,9130.228,587.262
0.270,13053358.657,740425.912,14172.620,15445.000,0.000,0.000,24.000,13053.359,740.426
0.228,25830852.911,1399142.283,16683.201,21077.000,0.000,0.000,25.000,25830.853,1399.142
0.179,11832457.257,1608707.197,15740.886,26422.000,0.000,0.000,21.000,11832.457,1608.707
0.111,10144353.668,2547010.922,15583.523,21089.000,0.000,0.000,13.000,10144.354,2547.011
0.001,7839.379,2882.726,4137.694,950.000,0.000,0.000,3.000,7.839,2.883
0.003,262957.540,20691.465,6796.349,1249.000,0.000,0.000,6.000,262.958,20.691
0.015,1159626.460,67719.553,21563.614,15983.000,0.000,0.000,5.000,1159.626,67.720
0.100,4951907.288,375208.697,10212.245,13881.000,0.000,0.000,17.000,4951.907,375.209
0.047,2745625.166,91406.449,21082.853,20843.000,0.000,0.000,7.000,2745.625,91.406
0.168,11380901.182,843409.005,10578.391,13378.000,0.000,0.000,16.000,11380.901,843.409
0.122,4390603.852,428121.178,8219.686,13860.000,0.000,0.000,15.000,4390.604,428.121
0.564,32259228.790,6713009.677,11772.385,22150.000,0.000,0.000,42.000,32259.229,6713.010
0.203,10416827.237,574612.618,12862.325,13987.000,0.000,0.000,21.000,10416.827,574.613
0.003,61776.143,13728.158,4775.798,1216.000,0.000,0.000,5.000,61.776,13.728
0.023,3647463.822,221938.547,33629.189,18228.000,0.000,0.000,8.000,3647.464,221.939
0.026,10009367.790,206848.158,38644.734,12835.000,0.000,0.000,7.000,10009.368,206.848
0.041,4845513.381,277943.606,22261.552,17318.000,0.000,0.000,10.000,4845.513,277.944
0.017,1312023.267,141101.790,15246.600,28212.000,0.000,0.000,9.000,1312.023,141.102
0.023,1288767.365,206378.194,20483.326,14279.000,0.000,0.000,6.000,1288.767,206.378
1.028,47410473.780,3259015.431,13506.275,24111.000,0.000,0.000,57.000,47410.474,3259.015
0.484,46014376.932,1995294.256,15764.271,20412.000,0.000,0.000,30.000,46014.377,1995.294
0.121,5242736.715,389579.598,7366.181,15959.000,0.000,0.000,15.000,5242.737,389.580
0.257,13447339.248,858898.279,10468.359,20656.000,0.000,0.000,29.000,13447.339,858.898
0.411,20746358.552,1690106.643,12804.182,19487.000,0.000,0.000,51.000,20746.359,1690.107
1.616,81869974.849,6028288.949,18039.558,21264.000,0.000,0.000,158.000,81869.975,6028.289
0.072,3877900.970,350890.730,10930.908,22137.000,0.000,0.000,15.000,3877.901,350.891
1.078,55674338.016,4179731.555,14328.758,20769.000,0.000,0.000,64.000,55674.338,4179.732
0.051,2109021.225,184762.749,8113.840,5581.000,0.000,0.000,10.000,2109.021,184.763
0.516,33401738.729,3240872.784,22918.800,43912.000,0.000,0.000,51.000,33401.739,3240.873
