KPI_1,KPI_4,KPI_5,KPI_6,KPI_9,KPI_10,KPI_11,KPI_12,KPI_15,KPI_16
0.184,45755168.460,1918350.311,43547.780,59654.000,0.000,0.000,25.000,45755.168,1918.350
0.029,1868194.002,143165.015,20605.545,13657.000,0.000,0.000,8.000,1868.194,143.165
0.054,4464843.727,198626.012,21930.875,14480.000,0.000,0.000,8.000,4464.844,198.626
0.157,18781670.110,1135713.767,25653.323,35815.000,0.000,0.000,22.000,18781.670,1135.714
0.142,8475603.041,390542.267,10389.759,16713.000,0.000,0.000,18.000,8475.603,390.542
0.047,2230197.274,133164.532,10314.577,19219.000,0.000,0.000,7.000,2230.197,133.165
0.067,4269398.890,358391.761,13089.871,7788.000,0.000,0.000,13.000,4269.399,358.392
0.019,1246627.980,140110.961,12928.590,36940.000,0.000,0.000,9.000,1246.628,140.111
0.081,21146507.619,1105674.279,21036.309,46758.000,0.000,0.000,13.000,21146.508,1105.674
0.113,28986355.622,1126011.953,35775.289,39307.000,0.000,0.000,18.000,28986.356,1126.012
0.072,3138222.113,255387.770,7228.609,27612.000,0.000,0.000,12.000,3138.222,255.388
0.518,33907325.567,1693329.012,11248.807,15729.000,0.000,0.000,22.000,33907.326,1693.329
0.237,35969215.871,859583.248,22943.675,14933.000,0.000,0.000,17.000,35969.216,859.583
0.649,50769560.759,3515491.817,24462.347,46429.000,0.000,0.000,50.000,50769.561,3515.492
0.116,23244707.461,694535.915,33316.873,37708.000,0.000,0.000,17.000,23244.707,694.536
0.284,15770811.338,1473110.978,19029.361,38734.000,0.000,0.000,31.000,15770.811,1473.111
0.108,8606413.858,846426.981,14800.956,17989.000,0.000,0.000,16.000,8606.414,846.427
0.222,16809573.036,780621.591,11190.236,20783.000,0.000,0.000,19.000,16809.573,780.622
0.063,2696339.335,370429.190,7477.395,19862.000,0.000,0.000,14.000,2696.339,370.429
0.509,53497078.646,1793630.242,20993.932,20801.000,0.000,0.000,32.000,53497.079,1793.630
0.610,27128262.462,3864685.642,9846.265,22276.000,0.000,0.000,28.000,27128.262,3864.686
0.529,44656581.580,3992561.248,17668.889,20685.000,0.000,0.000,26.000,44656.582,3992.561
0.216,28432171.369,2500552.661,17967.222,47447.000,0.000,0.000,27.000,28432.171,2500.553
0.553,76232533.446,5183975.255,28307.314,46983.000,0.000,0.000,81.000,76232.533,5183.975
0.602,60427650.942,3445879.992,26448.167,47042.000,0.000,0.000,56.000,60427.651,3445.880
0.010,1526147.760,75709.624,19418.275,16293.000,0.000,0.000,6.000,1526.148,75.710
0.015,2003513.601,88123.478,14455.287,13026.000,0.000,0.000,7.000,2003.514,88.123
0.022,2569574.243,219554.133,15182.975,18760.000,0.000,0.000,8.000,2569.574,219.554
0.231,14825494.920,974257.038,14148.620,27109.000,0.000,0.000,25.000,14825.495,974.257
0.088,3939264.609,748348.864,12634.068,20688.000,0.000,0.000,17.000,3939.265,748.349
0.176,11649342.488,468873.775,13534.801,20814.000,0.000,0.000,16.000,11649.342,468.874
0.208,36722817.239,2070850.111,37049.623,63115.000,0.000,0.000,24.000,36722.817,2070.850
0.038,4279897.635,355985.855,25974.863,44207.000,0.000,0.000,11.000,4279.898,355.986
0.168,43843336.532,3484703.000,35976.828,48488.000,0.000,0.000,17.000,43843.337,3484.703
0.154,11235337.086,1359642.590,13549.553,18192.000,0.000,0.000,18.000,11235.337,1359.643
0.114,9182338.123,396123.671,18397.516,19336.000,0.000,0.000,14.000,9182.338,396.124
0.323,40365965.747,963645.284,20479.307,18637.000,0.000,0.000,19.000,40365.966,963.645
0.324,33457780.663,2827245.144,18297.812,27279.000,0.000,0.000,33.000,33457.781,2827.245
0.176,16280902.028,2240068.031,14881.627,27654.000,0.000,0.000,28.000,16280.902,2240.068
0.009,212776.018,72875.391,6096.276,20799.000,0.000,0.000,8.000,212.776,72.875
0.204,12224186.699,1467832.715,9456.979,27945.000,0.000,0.000,22.000,12224.187,1467.833
0.143,12142703.020,846745.797,14977.791,20917.000,0.000,0.000,17.000,12142.703,846.746
0.164,18049199.481,1695190.342,19842.146,23623.000,0.000,0.000,38.000,18049.199,1695.190
0.023,5510519.409,260070.719,21156.610,39971.000,0.000,0.000,15.000,5510.519,260.071
0.001,12257.622,2369.798,2214.566,1198.000,0.000,0.000,3.000,12.258,2.370
0.102,11065865.784,443086.082,13655.869,16467.000,0.000,0.000,10.000,11065.866,443.086
0.077,6637224.677,621710.849,14261.062,18056.000,0.000,0.000,19.000,6637.225,621.711
0.045,7372414.743,254605.025,25763.959,17222.000,0.000,0.000,9.000,7372.415,254.605
0.009,1067291.113,158265.034,17486.865,27606.000,0.000,0.000,6.000,1067.291,158.265
0.232,32870037.152,1846965.711,30634.411,46016.000,0.000,0.000,24.000,32870.037,1846.966
0.084,6703834.091,372238.745,16470.244,20865.000,0.000,0.000,13.000,6703.834,372.239
0.084,8739086.594,380735.946,22603.376,19001.000,0.000,0.000,14.000,8739.087,380.736
0.380,35606699.543,1704643.817,18250.993,23773.000,0.000,0.000,32.000,35606.700,1704.644
0.012,1678548.883,169426.133,26869.572,28509.000,0.000,0.000,19.000,1678.549,169.426
0.077,16291335.352,769956.282,38265.634,34286.000,0.000,0.000,18.000,16291.335,769.956
0.027,2230768.279,214829.193,23530.846,32584.000,0.000,0.000,9.000,2230.768,214.829
0.005,512845.874,111042.605,21872.208,36071.000,0.000,0.000,7.000,512.846,111.043
0.031,3597928.094,221681.465,27716.746,15167.000,0.000,0.000,10.000,3597.928,221.681
0.013,1533566.029,120624.354,22124.990,31387.000,0.000,0.000,9.000,1533.566,120.624
0.250,28063177.174,1510872.907,15162.624,27284.000,0.000,0.000,14.000,28063.177,1510.873
0.065,2973615.755,269486.911,11015.110,20407.000,0.000,0.000,15.000,2973.616,269.487
0.065,3017555.883,347356.162,10872.155,18044.000,0.000,0.000,16.000,3017.556,347.356
0.288,34542650.519,2901948.689,21373.199,19501.000,0.000,0.000,28.000,34542.651,2901.949
0.280,19675337.552,1099742.394,15486.799,17771.000,0.000,0.000,41.000,19675.338,1099.742
0.257,24974553.827,1091561.258,19712.525,20846.000,0.000,0.000,45.000,24974.554,1091.561
0.151,9637394.474,680705.910,19213.292,21047.000,0.000,0.000,24.000,9637.394,680.706
0.340,30572342.569,3333770.382,20577.686,25196.000,0.000,0.000,32.000,30572.343,3333.770
0.125,8744512.448,4380667.598,10825.056,20915.000,0.000,0.000,21.000,8744.512,4380.668
0.209,33373923.020,2874956.587,29470.347,47309.000,0.000,0.000,25.000,33373.923,2874.957
0.048,4561960.324,1123632.584,13772.429,60653.000,0.000,0.000,10.000,4561.960,1123.633
0.222,40914888.934,1749817.156,35516.023,46681.000,0.000,0.000,23.000,40914.889,1749.817
0.293,17321810.116,2451037.095,13115.622,26077.000,0.000,0.000,29.000,17321.810,2451.037
0.174,10337265.948,626486.974,16254.438,14647.000,0.000,0.000,18.000,10337.266,626.487
0.366,32711511.480,1431454.544,16130.926,18071.000,0.000,0.000,19.000,32711.511,1431.455
0.990,34186324.722,3171437.320,9302.017,21084.000,0.000,0.000,30.000,34186.325,3171.437
0.671,23792037.663,1676420.843,10137.903,21165.000,0.000,0.000,40.000,23792.038,1676.421
0.732,26923856.656,1903014.897,9572.870,20734.000,0.000,0.000,40.000,26923.857,1903.015
0.162,7101180.722,595667.829,9433.878,23165.000,0.000,0.000,20.000,7101.181,595.668
0.423,24522218.872,16658759.370,9470.690,21231.000,0.000,0.000,29.000,24522.219,16658.759
0.196,2315459.310,302298.583,7683.392,25145.000,0.000,0.000,10.000,2315.459,302.299
0.414,18727584.626,1306762.535,10011.149,19237.000,0.000,0.000,28.000,18727.585,1306.763
0.536,20067891.641,1152233.090,12808.968,25531.000,0.000,0.000,43.000,20067.892,1152.233
0.179,8596726.711,474941.184,11276.148,18050.000,0.000,0.000,16.000,8596.727,474.941
0.745,31779318.018,2935434.009,14215.392,20991.000,0.000,0.000,49.000,31779.318,2935.434
0.019,433723.039,68937.490,5369.454,13412.000,0.000,0.000,5.000,433.723,68.937
0.168,17541418.015,937668.004,17496.520,19669.000,0.000,0.000,15.000,17541.418,937.668
0.207,11885399.352,996316.743,11302.724,20503.000,0.000,0.000,28.000,11885.399,996.317
1.231,53526536.354,4396124.246,14625.896,21894.000,0.000,0.000,55.000,53526.536,4396.124
0.506,21994848.451,1427441.231,12434.873,21518.000,0.000,0.000,34.000,21994.848,1427.441
0.145,10454263.114,1014937.990,15067.495,17894.000,0.000,0.000,15.000,10454.263,1014.938
0.129,6466376.704,448049.875,13264.301,19296.000,0.000,0.000,18.000,6466.377,448.050
0.327,31462127.451,4795865.172,15718.725,24597.000,0.000,0.000,14.000,31462.127,4795.865
1.328,161170234.711,6488308.554,30898.293,28268.000,0.000,0.000,68.000,161170.235,6488.309
0.105,4175220.284,379871.419,12158.453,20840.000,0.000,0.000,35.000,4175.220,379.871
0.349,44785668.481,6023183.260,19684.053,21161.000,0.000,0.000,18.000,44785.668,6023.183
0.688,46147647.610,3246172.013,16587.021,26899.000,0.000,0.000,59.000,46147.648,3246.172
0.307,16412896.701,1140177.704,14229.592,25529.000,0.000,0.000,32.000,16412.897,1140.178
0.166,8058194.572,836429.624,11359.601,19597.000,0.000,0.000,21.000,8058.195,836.430
0.396,22979025.478,1933182.039,12044.701,17963.000,0.000,0.000,34.000,22979.025,1933.182
0.021,1267944.711,129856.146,10124.918,20712.000,0.000,0.000,7.000,1267.945,129.856
0.176,19266345.483,1003122.232,15868.908,19851.000,0.000,0.000,14.000,19266.345,1003.122
0.092,25016898.218,646275.437,24965.435,10074.000,0.000,0.000,10.000,25016.898,646.275
0.048,7286157.328,353551.270,30438.509,37784.000,0.000,0.000,12.000,7286.157,353.551
0.026,2910403.508,754788.476,15539.007,41879.000,0.000,0.000,7.000,2910.404,754.788
0.124,15207876.716,927183.401,28166.236,27850.000,0.000,0.000,25.000,15207.877,927.183
0.382,49654710.857,2089261.044,33831.551,47107.000,0.000,0.000,31.000,49654.711,2089.261
0.135,9110015.660,929608.251,22756.187,17809.000,0.000,0.000,27.000,9110.016,929.608
0.869,94916779.901,4776026.677,28280.165,20661.000,0.000,0.000,53.000,94916.780,4776.027
0.198,7505705.562,936511.787,13358.560,19395.000,0.000,0.000,26.000,7505.706,936.512
0.107,5874677.597,314711.497,17053.446,19847.000,0.000,0.000,18.000,5874.678,314.711
0.317,35616352.622,1339644.030,20750.530,16032.000,0.000,0.000,23.000,35616.353,1339.644
0.015,116392.012,29643.084,2306.157,882.000,0.000,0.000,4.000,116.392,29.643
0.037,1821466.438,245740.600,8351.319,17536.000,0.000,0.000,10.000,1821.466,245.741
0.240,13974998.556,1442708.384,10066.421,20007.000,0.000,0.000,11.000,13974.999,1442.708
0.606,35610604.015,1759687.059,13995.605,21126.000,0.000,0.000,32.000,35610.604,1759.687
0.322,32046966.455,1688694.163,18678.587,21124.000,0.000,0.000,30.000,32046.966,1688.694
0.274,16980994.718,1733093.378,12517.182,20511.000,0.000,0.000,44.000,16980.995,1733.093
0.149,12373147.529,1311552.098,11982.980,14827.000,0.000,0.000,16.000,12373.148,1311.552
1.179,73768534.195,3220204.332,14859.942,24643.000,0.000,0.000,39.000,73768.534,3220.204
0.040,2436146.205,112976.304,10089.426,12761.000,0.000,0.000,8.000,2436.146,112.976
0.019,2368443.998,64087.158,27140.124,2394.000,0.000,0.000,6.000,2368.444,64.087
0.024,607192.914,84835.337,6934.612,4950.000,0.000,0.000,10.000,607.193,84.835
0.130,10243177.562,452521.730,14430.082,15493.000,0.000,0.000,14.000,10243.178,452.522
0.463,33743938.196,1269975.812,17347.264,24719.000,0.000,0.000,27.000,33743.938,1269.976
0.419,26445571.335,1603165.025,11614.429,20325.000,0.000,0.000,30.000,26445.571,1603.165
0.238,16904552.591,721957.494,12391.929,19890.000,0.000,0.000,14.000,16904.553,721.957
0.125,9044874.057,682877.374,16169.188,20821.000,0.000,0.000,15.000,9044.874,682.877
0.255,20629365.722,1085156.818,14807.438,12160.000,0.000,0.000,21.000,20629.366,1085.157
0.146,5869727.330,412865.960,8928.311,10277.000,0.000,0.000,20.000,5869.727,412.866
0.355,35053896.615,2987598.645,20485.737,28330.000,0.000,0.000,33.000,35053.897,2987.599
0.213,14023926.916,814605.216,15043.327,20845.000,0.000,0.000,24.000,14023.927,814.605
0.124,19568858.073,683593.836,26911.897,31451.000,0.000,0.000,21.000,19568.858,683.594
0.115,8734429.900,573887.112,16676.529,28520.000,0.000,0.000,23.000,8734.430,573.887
0.041,3629924.120,243554.792,18482.820,25877.000,0.000,0.000,14.000,3629.924,243.555
0.095,5800095.235,592871.195,16521.334,20712.000,0.000,0.000,19.000,5800.095,592.871
0.273,25966764.407,2850880.969,20578.158,28069.000,0.000,0.000,31.000,25966.764,2850.881
0.261,14537454.240,1377679.518,12866.517,27184.000,0.000,0.000,31.000,14537.454,1377.680
0.147,9544035.625,1463348.302,15209.634,21071.000,0.000,0.000,29.000,9544.036,1463.348
0.031,1611116.627,275556.832,16591.533,20590.000,0.000,0.000,6.000,1611.117,275.557
0.055,3702228.091,308737.322,16441.541,28623.000,0.000,0.000,20.000,3702.228,308.737
0.291,15051399.130,830008.055,11255.165,20490.000,0.000,0.000,33.000,15051.399,830.008
0.018,556940.490,104037.010,11170.842,27060.000,0.000,0.000,6.000,556.940,104.037
0.854,43060947.985,3894878.323,15429.314,26505.000,0.000,0.000,63.000,43060.948,3894.878
0.257,16285465.304,1006332.984,14684.979,19832.000,0.000,0.000,36.000,16285.465,1006.333
0.378,18976696.699,1190052.902,10589.477,15607.000,0.000,0.000,30.000,18976.697,1190.053
0.295,17211296.393,1532019.420,15457.370,19050.000,0.000,0.000,26.000,17211.296,1532.019
0.436,20097545.621,1107264.965,10637.266,20723.000,0.000,0.000,27.000,20097.546,1107.265
0.295,18291444.234,1372174.407,14292.051,20691.000,0.000,0.000,31.000,18291.444,1372.174
0.096,3243851.879,197698.343,9803.737,10708.000,0.000,0.000,11.000,3243.852,197.698
0.228,19539698.739,1226430.365,29585.012,43778.000,0.000,0.000,19.000,19539.699,1226.430
0.413,49803767.947,2106793.389,29670.620,48324.000,0.000,0.000,37.000,49803.768,2106.793
0.292,35467739.040,1305735.899,33594.907,41170.000,0.000,0.000,25.000,35467.739,1305.736
0.236,17996934.988,1053816.706,13085.712,21032.000,0.000,0.000,19.000,17996.935,1053.817
0.181,12268291.669,5359117.995,10396.986,19993.000,0.000,0.000,21.000,12268.292,5359.118
0.205,10995675.960,1713679.124,14430.568,16315.000,0.000,0.000,17.000,10995.676,1713.679
0.127,6557999.760,854120.499,11127.777,35682.000,0.000,0.000,23.000,6558.000,854.120
0.071,4223468.799,195787.777,14316.910,15873.000,0.000,0.000,15.000,4223.469,195.788
0.249,39929549.259,1077150.138,32715.483,16765.000,0.000,0.000,24.000,39929.549,1077.150
0.519,29793127.402,1698673.688,12306.766,21516.000,0.000,0.000,39.000,29793.127,1698.674
0.258,18946628.371,2379632.710,15678.351,20823.000,0.000,0.000,25.000,18946.628,2379.633
0.507,43553969.327,2184870.490,20271.440,20802.000,0.000,0.000,30.000,43553.969,2184.870
0.137,22807296.375,1449276.698,38231.618,48035.000,0.000,0.000,15.000,22807.296,1449.277
0.241,17860924.730,1061410.841,27726.202,46608.000,0.000,0.000,28.000,17860.925,1061.411
0.033,2205800.434,147885.287,13081.905,9938.000,0.000,0.000,9.000,2205.800,147.885
0.310,19756354.231,699306.272,9785.159,19993.000,0.000,0.000,17.000,19756.354,699.306
0.435,28600349.097,2466235.991,16054.179,20990.000,0.000,0.000,39.000,28600.349,2466.236
0.104,6157048.877,426514.244,11726.227,10224.000,0.000,0.000,15.000,6157.049,426.514
0.396,50294736.505,2549627.013,36005.055,44248.000,0.000,0.000,38.000,50294.737,2549.627
0.025,1806681.171,287501.908,15495.905,43314.000,0.000,0.000,18.000,1806.681,287.502
0.065,12008984.425,268620.548,39153.226,31774.000,0.000,0.000,9.000,12008.984,268.621
0.562,50250606.701,3140869.184,21193.942,19541.000,0.000,0.000,44.000,50250.607,3140.869
0.281,37534525.901,1008434.340,24338.292,19905.000,0.000,0.000,28.000,37534.526,1008.434
0.155,12481350.630,684527.234,16210.257,18633.000,0.000,0.000,16.000,12481.351,684.527
0.028,1182530.104,117913.324,12641.618,13475.000,0.000,0.000,10.000,1182.530,117.913
0.153,12442022.130,1106362.228,14083.725,21014.000,0.000,0.000,14.000,12442.022,1106.362
0.050,1747611.608,138370.881,13164.794,6618.000,0.000,0.000,12.000,1747.612,138.371
0.001,23392.039,47006.907,3509.091,35350.000,0.000,0.000,5.000,23.392,47.007
0.021,1789095.647,112389.614,19506.749,10806.000,0.000,0.000,9.000,1789.096,112.390
0.085,22518446.978,721452.343,40060.267,38776.000,0.000,0.000,18.000,22518.447,721.452
0.017,891785.646,74660.741,10241.213,10298.000,0.000,0.000,11.000,891.786,74.661
0.061,6443328.514,269551.669,18245.121,20757.000,0.000,0.000,12.000,6443.329,269.552
0.134,7922738.532,752944.373,14575.684,23832.000,0.000,0.000,20.000,7922.739,752.944
0.454,22339347.348,1640082.624,9292.368,25580.000,0.000,0.000,30.000,22339.347,1640.083
0.633,32614076.526,3558435.930,14198.746,23212.000,0.000,0.000,41.000,32614.077,3558.436
1.157,29425840.813,2972905.205,7339.657,20579.000,0.000,0.000,57.000,29425.841,2972.905
0.879,70918369.483,3164337.727,20152.961,20785.000,0.000,0.000,50.000,70918.369,3164.338
0.080,5094336.507,377355.693,18523.252,21050.000,0.000,0.000,21.000,5094.337,377.356
0.235,15577821.141,768457.069,16048.905,20753.000,0.000,0.000,32.000,15577.821,768.457
0.021,1150005.526,146583.311,9109.541,18179.000,0.000,0.000,13.000,1150.006,146.583
0.002,132566.869,10837.108,18117.963,4796.000,0.000,0.000,4.000,132.567,10.837
0.095,5390255.696,718249.292,16666.588,43133.000,0.000,0.000,22.000,5390.256,718.249
0.230,14152063.452,807984.379,13267.056,16903.000,0.000,0.000,20.000,14152.063,807.984
0.083,5864789.504,305815.218,13615.831,9249.000,0.000,0.000,16.000,5864.790,305.815
0.354,24510042.091,2803500.071,19278.910,28026.000,0.000,0.000,31.000,24510.042,2803.500
0.060,3864227.610,343194.854,8829.105,10975.000,0.000,0.000,12.000,3864.228,343.195
0.390,30632040.519,1470277.442,13263.366,16054.000,0.000,0.000,33.000,30632.041,1470.277
0.474,42430126.695,2337091.869,15579.432,20150.000,0.000,0.000,32.000,42430.127,2337.092
0.025,3104922.017,337564.943,10029.032,48221.000,0.000,0.000,8.000,3104.922,337.565
0.122,19220906.073,823055.420,25887.989,34764.000,0.000,0.000,22.000,19220.906,823.055
0.022,2380241.893,747314.677,2701.772,9522.000,0.000,0.000,10.000,2380.242,747.315
0.216,13412675.851,2040942.255,9422.290,16556.000,0.000,0.000,20.000,13412.676,2040.942
0.211,27546558.970,1556056.992,23361.919,26722.000,0.000,0.000,19.000,27546.559,1556.057
0.171,15301430.104,763688.096,15542.940,17822.000,0.000,0.000,19.000,15301.430,763.688
0.282,18831683.174,1012079.538,14765.890,24970.000,0.000,0.000,27.000,18831.683,1012.080
0.318,19679252.233,1414383.366,14489.719,21817.000,0.000,0.000,35.000,19679.252,1414.383
0.638,44580354.124,2715084.584,14717.827,21104.000,0.000,0.000,33.000,44580.354,2715.085
0.219,9868413.747,566590.580,18536.236,28654.000,0.000,0.000,15.000,9868.414,566.591
0.299,24378554.644,808864.489,16952.171,19770.000,0.000,0.000,21.000,24378.555,808.864
0.345,32755288.914,1502849.623,16843.309,28313.000,0.000,0.000,23.000,32755.289,1502.850
0.041,3128007.707,124872.302,23347.741,21309.000,0.000,0.000,8.000,3128.008,124.872
0.009,1257179.894,42298.876,12538.025,3397.000,0.000,0.000,6.000,1257.180,42.299
0.003,113943.531,16440.986,1794.538,16226.000,0.000,0.000,5.000,113.944,16.441
0.224,17104964.287,1332363.620,14555.537,21077.000,0.000,0.000,26.000,17104.964,1332.364
0.077,7948877.581,664937.679,23086.222,25909.000,0.000,0.000,12.000,7948.878,664.938
0.155,18450281.554,860981.815,23875.457,22826.000,0.000,0.000,20.000,18450.282,860.982
0.294,10985885.633,935911.436,13220.717,20387.000,0.000,0.000,33.000,10985.886,935.911
0.644,49691304.012,3512728.916,22134.911,24502.000,0.000,0.000,73.000,49691.304,3512.729
0.610,36328709.358,2411576.375,18947.544,21278.000,0.000,0.000,50.000,36328.709,2411.576
0.231,19662341.866,1261505.075,25662.760,46887.000,0.000,0.000,37.000,19662.342,1261.505
0.668,58422781.338,4341070.288,25329.597,46777.000,0.000,0.000,92.000,58422.781,4341.070
0.482,46911183.085,2770964.699,26384.320,44200.000,0.000,0.000,51.000,46911.183,2770.965
0.059,1152344.744,102119.883,14860.480,21289.000,0.000,0.000,9.000,1152.345,102.120
0.158,12932889.437,346969.583,31985.669,33420.000,0.000,0.000,10.000,12932.889,346.970
0.140,6408242.224,277130.958,18645.834,26408.000,0.000,0.000,10.000,6408.242,277.131
0.243,14002371.454,776057.878,13969.891,16104.000,0.000,0.000,38.000,14002.371,776.058
0.269,12185710.491,888990.267,11736.303,20521.000,0.000,0.000,24.000,12185.710,888.990
1.003,52378111.957,4366395.377,16090.277,20197.000,0.000,0.000,59.000,52378.112,4366.395
0.752,44920248.242,2776020.262,25214.809,53079.000,0.000,0.000,85.000,44920.248,2776.020
0.444,17469941.023,1525561.446,19018.894,43098.000,0.000,0.000,69.000,17469.941,1525.561
0.586,41150892.504,2553137.810,27427.997,47081.000,0.000,0.000,58.000,41150.893,2553.138
0.763,60209090.831,3398977.157,18131.211,25524.000,0.000,0.000,55.000,60209.091,3398.977
0.596,33686724.652,2316329.005,14015.049,21622.000,0.000,0.000,51.000,33686.725,2316.329
0.771,55897724.167,3509549.586,17528.929,20463.000,0.000,0.000,55.000,55897.724,3509.550
0.408,34594154.800,2310136.850,24348.608,50004.000,0.000,0.000,71.000,34594.155,2310.137
0.036,1279836.043,360137.072,4331.118,47170.000,0.000,0.000,16.000,1279.836,360.137
0.187,18239171.868,800521.828,20654.502,21951.000,0.000,0.000,34.000,18239.172,800.522
0.406,26175174.030,2671977.102,19029.048,22585.000,0.000,0.000,35.000,26175.174,2671.977
0.712,46903562.860,2729947.009,19487.083,25484.000,0.000,0.000,55.000,46903.563,2729.947
0.087,3002226.687,330780.715,9830.808,19469.000,0.000,0.000,15.000,3002.227,330.781
0.117,6266142.351,477364.626,26670.848,43518.000,0.000,0.000,19.000,6266.142,477.365
0.297,28284202.183,1976884.682,26240.330,50078.000,0.000,0.000,36.000,28284.202,1976.885
0.150,10685999.872,967997.143,23194.603,30644.000,0.000,0.000,17.000,10686.000,967.997
0.739,52199503.722,3108415.134,18070.327,19946.000,0.000,0.000,47.000,52199.504,3108.415
0.934,52635607.909,3122424.697,13363.533,15473.000,0.000,0.000,47.000,52635.608,3122.425
0.916,37943380.143,2747275.845,13677.230,22907.000,0.000,0.000,50.000,37943.380,2747.276
0.102,6250481.172,448148.135,10437.106,38877.000,0.000,0.000,25.000,6250.481,448.148
0.183,9441907.100,548123.830,14771.060,27317.000,0.000,0.000,31.000,9441.907,548.124
0.055,4282955.117,318685.423,9090.708,22176.000,0.000,0.000,13.000,4282.955,318.685
0.609,25447600.197,1490667.813,8588.066,27734.000,0.000,0.000,32.000,25447.600,1490.668
1.417,50828457.981,3678887.649,11404.107,16354.000,0.000,0.000,81.000,50828.458,3678.888
0.689,26272513.045,1643144.398,12528.226,26642.000,0.000,0.000,41.000,26272.513,1643.144
0.344,55940023.467,2959972.339,30463.677,47696.000,0.000,0.000,31.000,55940.023,2959.972
0.198,15411385.606,1043292.563,21599.253,28873.000,0.000,0.000,30.000,15411.386,1043.293
1.036,83727306.842,4423582.600,19277.442,19551.000,0.000,0.000,52.000,83727.307,4423.583
0.323,14100205.189,1384658.097,10877.766,20734.000,0.000,0.000,32.000,14100.205,1384.658
2.483,86840688.549,9780265.289,16155.833,20338.000,0.000,0.000,92.000,86840.689,9780.265
0.089,9792462.390,1750846.362,13117.457,35733.000,0.000,0.000,23.000,9792.462,1750.846
0.068,2659709.072,334166.627,14858.658,48169.000,0.000,0.000,14.000,2659.709,334.167
0.370,68691895.329,2907979.352,31575.539,47940.000,0.000,0.000,42.000,68691.895,2907.979
0.306,10760730.456,1138673.994,13034.136,20678.000,0.000,0.000,28.000,10760.730,1138.674
0.557,28279921.156,2636737.345,13283.145,18270.000,0.000,0.000,35.000,28279.921,2636.737
0.898,58695894.433,17112262.515,17300.023,25884.000,0.000,0.000,51.000,58695.894,17112.263
0.069,24836705.561,626537.473,43763.896,39680.000,0.000,0.000,10.000,24836.706,626.537
0.296,36516249.913,2486128.238,22016.997,46256.000,0.000,0.000,38.000,36516.250,2486.128
0.144,36511683.509,1046816.675,44356.186,42865.000,0.000,0.000,25.000,36511.684,1046.817
0.016,2569889.590,202056.697,13378.031,17638.000,0.000,0.000,8.000,2569.890,202.057
0.189,46811409.244,1380329.205,32176.082,56064.000,0.000,0.000,23.000,46811.409,1380.329
0.039,6924588.242,357574.676,32006.768,43616.000,0.000,0.000,14.000,6924.588,357.575
0.032,938067.826,46712.803,23616.346,6654.000,0.000,0.000,7.000,938.068,46.713
0.869,32353376.680,2024049.763,26235.461,48201.000,0.000,0.000,35.000,32353.377,2024.050
0.189,5429471.438,459557.915,19088.158,27688.000,0.000,0.000,14.000,5429.471,459.558
0.062,2542847.520,363568.801,16725.794,41840.000,0.000,0.000,13.000,2542.848,363.569
0.257,21920378.505,1413240.073,27452.964,42897.000,0.000,0.000,24.000,21920.379,1413.240
0.183,6270064.692,428783.434,21140.388,29167.000,0.000,0.000,34.000,6270.065,428.783
0.445,20845254.591,2391436.003,12470.307,20375.000,0.000,0.000,35.000,20845.255,2391.436
0.056,2646995.159,360192.915,14559.269,21069.000,0.000,0.000,13.000,2646.995,360.193
0.214,7311574.431,837121.223,14027.264,22501.000,0.000,0.000,19.000,7311.574,837.121
0.460,34442334.039,3633718.318,18091.362,21067.000,0.000,0.000,52.000,34442.334,3633.718
0.184,8225956.433,1592693.823,11311.106,23418.000,0.000,0.000,42.000,8225.956,1592.694
0.210,21053598.951,1913309.975,19726.979,27695.000,0.000,0.000,28.000,21053.599,1913.310
0.022,3619284.076,198579.144,22867.874,25821.000,0.000,0.000,10.000,3619.284,198.579
0.182,8136148.209,13050600.389,8705.026,47393.000,0.000,0.000,25.000,8136.148,13050.600
0.117,22776779.774,856293.972,30577.548,53091.000,0.000,0.000,26.000,22776.780,856.294
0.127,7917997.643,444373.312,14335.881,16585.000,0.000,0.000,16.000,7917.998,444.373
0.223,13177696.211,1459684.990,14385.801,19479.000,0.000,0.000,30.000,13177.696,1459.685
0.415,26522972.697,1820282.151,14585.149,19723.000,0.000,0.000,35.000,26522.973,1820.282
0.732,63143162.833,4821063.018,22617.531,21774.000,0.000,0.000,41.000,63143.163,4821.063
0.113,8458389.234,281984.992,17902.617,12169.000,0.000,0.000,11.000,8458.389,281.985
0.112,15730940.823,651934.826,18808.290,21069.000,0.000,0.000,10.000,15730.941,651.935
0.170,12435136.897,636950.427,15575.081,17586.000,0.000,0.000,21.000,12435.137,636.950
0.223,36148369.351,2149578.285,32167.415,16948.000,0.000,0.000,23.000,36148.369,2149.578
0.062,4612485.988,387906.999,13644.571,13561.000,0.000,0.000,11.000,4612.486,387.907
0.095,6299507.552,559544.209,18371.348,47328.000,0.000,0.000,20.000,6299.508,559.544
0.041,9041458.665,157779.717,18778.345,60627.000,0.000,0.000,7.000,9041.459,157.780
0.021,745305.901,209897.692,15430.005,34352.000,0.000,0.000,12.000,745.306,209.898
0.017,1867703.143,337645.122,18774.377,33070.000,0.000,0.000,9.000,1867.703,337.645
0.015,1705697.594,308676.546,16723.735,42551.000,0.000,0.000,8.000,1705.698,308.677
