DATE,ID_0048TE-ID_0048T11#KPI_1,ID_1574AE-ID_1574A11#KPI_1,ID_1574AE-ID_1574A11#KPI_10,ID_0048TE-ID_0048T11#KPI_12,ID_1574AE-ID_1574A11#KPI_12,ID_0048TE-ID_0048T11#KPI_15,ID_1574AE-ID_1574A11#KPI_15,ID_0048TE-ID_0048T11#KPI_4,ID_1574AE-ID_1574A11#KPI_4
14-07-2019,0.134,1.494,0,22,114,11465.47,192079.094,11465470.21,192079094.1
15-07-2019,0.146,1.657,0,20,115,8610.698,189834.192,8610697.688,189834192
16-07-2019,0.174,1.392,0,25,122,12135.39,157174.161,12135390.1,157174161.3
17-07-2019,0.244,1.516,0,24,114,17008.127,180514.03,17008127.46,180514029.7
18-07-2019,0.325,1.583,0,26,119,71383.559,176746.546,71383559.47,176746545.5
19-07-2019,0.278,1.848,0,30,119,45572.022,201079.368,45572021.88,201079368.3
20-07-2019,0.31,1.634,0,26,132,61761.939,175898.127,61761938.53,175898127
21-07-2019,0.218,1.728,0,26,122,39065.986,228646.883,39065986.44,228646882.6
22-07-2019,0.238,1.541,0,19,111,50471.935,193468.867,50471935.16,193468867
23-07-2019,0.225,1.547,0,26,118,35911.259,205318.15,35911258.63,205318149.7
24-07-2019,0.326,1.561,0,28,123,82295.169,185673.456,82295169.4,185673455.8
25-07-2019,0.271,1.568,0,32,105,54928.715,179407.021,54928715.06,179407021.1
26-07-2019,0.26,1.374,0,29,99,25837.97,185276.336,25837970,185276335.7
27-07-2019,0.299,1.403,0,33,113,37669.849,191810.129,37669848.98,191810129.2
28-07-2019,0.269,1.353,0,23,113,58973.809,159684.3,58973809.45,159684300.3
29-07-2019,0.272,1.378,0,27,101,47772.936,133192.776,47772936.37,133192775.6
30-07-2019,0.204,1.392,0,23,108,47311.861,161414.764,47311861.17,161414764.3
31-07-2019,0.236,1.592,0,21,114,35363.694,186135.338,35363694.35,186135337.6
01-08-2019,0.296,1.323,0,20,105,52255.395,153183.533,52255395.09,153183533.2
02-08-2019,0.308,1.169,0,23,94,66423.357,145835.086,66423357.3,145835086.4
03-08-2019,0.315,1.095,0,31,96,47659.213,149171.525,47659213.01,149171524.7
04-08-2019,0.469,0.92,0,22,86,108214.158,131874.908,108214158.2,131874907.6
05-08-2019,0.301,1.3,0,22,99,43560.69,158103.922,43560689.66,158103921.5
06-08-2019,0.316,1.324,0,23,99,53074.24,174311.437,53074239.9,174311436.8
07-08-2019,0.307,1.118,0,26,91,48110.453,142957.901,48110452.98,142957900.6
08-08-2019,0.279,0.849,0,22,75,66265.728,46422.675,66265727.96,46422675.41
09-08-2019,0.264,1.438,0,24,73,48575.387,85581.439,48575386.54,85581439.38
10-08-2019,0.258,0.838,0,21,74,58770.809,132946.73,58770809.48,132946729.9
11-08-2019,0.216,0.715,0,20,61,50266.533,100454.212,50266532.55,100454211.5
12-08-2019,0.258,0.658,0,22,74,37335.802,66538.281,37335802.02,66538281.27
13-08-2019,0.363,0.751,0,20,70,82661.382,92191.166,82661381.71,92191166.33
14-08-2019,0.272,0.703,0,20,73,44408.34,88964.619,44408339.87,88964618.94
15-08-2019,0.469,0.828,0,35,70,82581.319,113555.401,82581319.19,113555400.9
16-08-2019,0.386,0.766,0,24,58,74525.213,108246.261,74525213.48,108246260.6
17-08-2019,0.276,0.771,0,24,68,56304.27,112287.828,56304269.54,112287828.1
18-08-2019,0.278,0.65,0,19,66,49492.905,63753.739,49492905.31,63753738.68
19-08-2019,0.402,0.684,0,24,69,79743.257,64849.059,79743256.69,64849058.51
20-08-2019,0.241,0.732,0,21,67,29458.401,89050.432,29458400.58,89050431.53
21-08-2019,0.224,0.719,0,22,61,16091.795,111087.662,16091795.48,111087662.3
22-08-2019,0.213,0.784,0,24,68,11878.848,148019.71,11878848.27,148019710.3
23-08-2019,0.23,0.733,0,26,68,24374.259,100482.679,24374258.94,100482678.5
24-08-2019,0.276,0.645,0,40,81,40016.335,87365.818,40016335.38,87365817.91
25-08-2019,0.2,0.66,0,23,66,19506.37,90532.696,19506370.04,90532696.08
26-08-2019,0.252,0.629,0,20,64,16207.524,54409.668,16207524.1,54409667.7
27-08-2019,0.216,0.57,0,19,58,25789.599,52913.52,25789599.44,52913520.49
28-08-2019,0.197,0.659,0,20,55,16616.743,66972.645,16616742.54,66972644.63
29-08-2019,0.209,0.701,0,22,71,20834.767,85906.739,20834766.72,85906739.09
30-08-2019,0.209,0.558,0,23,51,14678.837,57453.177,14678836.59,57453176.69
31-08-2019,0.256,0.572,0,35,56,13307.052,63235.757,13307052.13,63235756.87
01-09-2019,0.263,0.338,0,25,58,21839.392,35709.585,21839391.52,35709585.15
02-09-2019,0.163,0.342,0,18,39,6028.962,33712.841,6028961.923,33712840.57
03-09-2019,0.146,0.535,0,19,45,9785.142,63995.559,9785142.408,63995558.96
04-09-2019,0.149,0.437,0,20,50,7981.599,50329.861,7981598.985,50329860.63
05-09-2019,0.224,0.516,0,21,52,10009.863,59291.809,10009862.64,59291809.1
06-09-2019,0.194,0.416,0,20,49,11874.229,39214.504,11874229.14,39214504.46
07-09-2019,0.23,0.408,0,27,49,23298.497,60248.926,23298496.78,60248925.68
08-09-2019,0.303,0.44,0,25,47,38853.032,62930.54,38853031.94,62930539.78
09-09-2019,0.243,0.51,0,22,42,40740.839,53889.461,40740839.4,53889461
10-09-2019,0.217,0.601,0,15,51,29333.941,69035.207,29333941.19,69035206.51
11-09-2019,0.203,0.525,0,21,42,20071.712,72541.192,20071711.95,72541192.48
12-09-2019,0.253,0.542,0,20,51,13223.968,79855.973,13223967.72,79855973.47
13-09-2019,0.314,0.491,0,30,42,31720.6,82307.196,31720600.28,82307196.26
14-09-2019,0.35,0.541,0,23,45,80771.411,106785.714,80771410.85,106785714.4
15-09-2019,0.208,0.465,0,21,46,33197.94,72448.616,33197939.73,72448616.05
16-09-2019,0.202,0.417,0,18,40,20890.638,38597.51,20890638.07,38597510.28
17-09-2019,0.209,0.442,0,21,37,27614.883,79374.604,27614883.11,79374603.6
18-09-2019,0.222,0.362,0,22,37,24265.441,55442.277,24265440.67,55442276.8
19-09-2019,0.189,0.505,0,20,40,13931.291,58623.89,13931290.5,58623889.87
20-09-2019,0.224,0.552,0,18,40,32372.675,95516.29,32372675.06,95516290.43
21-09-2019,0.237,0.459,0,24,41,39408.175,86536.904,39408175.01,86536903.52
22-09-2019,0.246,0.43,0,25,35,44425.509,68604.438,44425509,68604437.58
23-09-2019,0.267,0.42,0,17,33,22225.365,43934.565,22225365.13,43934564.89
